University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
New York University,Admit,Management of Technology,Fall 2020,166,150,4,316,104,"College of Engineering, Guindy",ECE,9.26,0,18 Mo
New York University,Admit,Management of Technology,Fall 2019,159,144,3.5,303,7,"sjce,mysore",Industrial Engineering,8.84,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,159,147,3.5,306,103,Mukesh Patel School of Technology Management and Engineering,Civil Engineering,85,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,163,152,4.5,315,109,"B.M.S. College of Engineering, Bangalore",Computer Science,9.19,1,42 Mo
New York University,Admit,Management of Technology,Fall 2019,154,146,3.5,300,92,NMIMS Mukesh Patel School of Technology Management and Engineering,Mechanical Engineering,3,N/A,11 Mo
New York University,Admit,Management of Technology,Fall 2019,164,153,4,317,112,School of engineering and applied science,Mechanical Engineering,80,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,167,150,4,317,108,"National Institute Of Technology, Durgapur",Computer Science,8.57,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,162,151,3,313,114,Chaitanya Bharathi Institute of Technology,Computer Science,75,1,14 Mo
New York University,Admit,Management of Technology,Spring 2019,N/A,N/A,N/A,N/A,6.5,KES Shroff of Commerce and Arts,Business Administration,70,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,156,143,3.5,299,7,"Sri Jayachamarajendra College Of Engineering, Mysore",Production Engineering,8.84,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2017,156,149,3,305,7.5,"JSS Academy of Technical Education, Noida",Computer Science,65.9,N/A,0 Mo
New York University,Admit,Management of Technology,Spring 2020,168,153,5,321,116,Delhi University,Mass Media,6,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,160,150,3,310,95,SRM University,Instrumentation Engineering,8.5,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,160,147,3.5,307,98,K. J. Somaiya College of Engineering,Computer Science,8.3,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,151,166,4,317,105,Gujarat University,Information Technology,68,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,162,148,N/A,310,N/A,K. J. Somaiya College of Engineering,ECE,7.6,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2017,170,155,4,325,110,NIT Surat,ECE,8.15,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,160,154,4,314,107,SSN College of Engineering,EEE,8.1,N/A,17 Mo
New York University,Reject,Management of Technology,Fall 2020,155,140,3.5,295,99,Rajiv Gandhi Institute of Technology,Telecommunication Engineering,7.75,N/A,59 Mo
New York University,Admit,Management of Technology,Fall 2020,159,157,4,316,105,MVSR Engineering College,ECE,66.8,N/A,38 Mo
New York University,Admit,Management of Technology,Fall 2019,163,156,3.5,319,108,"BITS Pilani, Pilani Campus",Industrial Engineering,6.8,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,160,150,N/A,310,7.5,Vellore Institute of Technology,Computer Science,8.9,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,N/A,N/A,N/A,N/A,7,"University college of Engineering, Osmania university",Computer Science,86,N/A,0 Mo
New York University,Reject,Management of Technology,Fall 2020,157,153,4,310,106,DJ Sanghvi College of Engineering,ECE,5.75,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,163,154,4,317,108,Sri Sivasubramaniya Nadar College of Engineering,Chemical Engineering,7.8,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,158,156,4,314,101,"B.M.S. College of Engineering, Bangalore",Instrumentation Engineering,8.45,0,24 Mo
New York University,Admit,Management of Technology,Fall 2019,160,153,4,313,103,"Vidyalankar Institute of Technology, Mumbai",ECE,9.08,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2017,166,145,3.5,311,104,DJ Sanghvi College of Engineering,Computer Science,8.6,0,0 Mo
New York University,Reject,Management of Technology,Fall 2020,155,141,3.5,296,7.5,KLE Technological University,Mechanical Engineering,7.83,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,165,146,3,311,7.5,Manipal Institute of Technology,Aeronautical Engineering,7.91,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,N/A,N/A,N/A,N/A,113,Veermata Jijabai Technological Institute,Information Technology,7.9,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,159,144,4,303,104,Rai University,Mechanical Engineering,80,0,0 Mo
New York University,Admit,Management of Technology,Fall 2020,158,144,3.5,302,7,Chhotubhai Gopalbhai Patel Institute of Technology,Information Technology,8.59,N/A,0 Mo
New York University,Admit,Management of Technology,Spring 2020,165,150,4.5,315,106,PVG College Of Engineering And Technology,Information Technology,63,1,101 Mo
New York University,Admit,Management of Technology,Fall 2020,158,152,4,310,8,SRM University,Mechanical Engineering,70.29,0,0 Mo
New York University,Admit,Management of Technology,Fall 2019,N/A,N/A,N/A,N/A,7,Jaypee University of Engineering and Technology,Computer Science,7.7,N/A,6 Mo
New York University,Admit,Management of Technology,Fall 2019,167,158,4,325,109,"mahindra ecole centrale, Hyderabad",Mechanical Engineering,9.87,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2017,158,150,4,308,108,Vignan Institute Of Technology And Science,Mechanical Engineering,67.45,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,158,150,4,308,8,SRM University,EEE,7.5,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,161,152,3,313,104,NMIMS Mukesh Patel School of Technology Management and Engineering,ECE,3.02,N/A,36 Mo
New York University,Admit,Management of Technology,Fall 2017,154,154,3,308,96,"Vidyalankar Institute of Technology, Mumbai",Biomedical Engineering,60,N/A,40 Mo
New York University,Admit,Management of Technology,Fall 2019,160,157,4,317,N/A,Thadomal Shahani Engineering College,ECE,6.64,N/A,7 Mo
New York University,Admit,Management of Technology,Fall 2020,158,145,3,303,96,SRM University,Mechanical Engineering,75.87,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2017,151,154,3.5,305,N/A,"Pillai's Institute Of Information Technology (PIIT), New Panvel",ECE,54,N/A,0 Mo
New York University,Reject,Management of Technology,Fall 2020,161,159,4,320,109,NMIMS Mukesh Patel School of Technology Management and Engineering,ECE,72.5,0,0 Mo
New York University,Admit,Management of Technology,Fall 2019,166,149,3,315,100,DJ Sanghvi College of Engineering,ECE,8.6,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,162,148,2.5,310,100,Manipal Institute of Technology,Civil Engineering,7.07,0,7 Mo
New York University,Admit,Management of Technology,Fall 2018,156,149,3.5,305,98,NMIMS Mukesh Patel School of Technology Management and Engineering,ECE,76.5,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,170,157,6,327,115,Manipal Institute of Technology,Industrial Engineering,6.1,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,170,150,3.5,320,116,Motilal Nehru National Institute of Technology Allahabad,Mechanical Engineering,8.83,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2020,155,143,3,298,93,DJ Sanghvi College of Engineering,Mechanical Engineering,6.4,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2019,162,151,4,313,109,Shiv Nadar University,ECE,7.51,0,0 Mo
New York University,Admit,Management of Technology,Spring 2020,154,143,3.5,297,7,KLE Technological University,ECE,7.82,N/A,0 Mo
New York University,Reject,Management of Technology,Fall 2019,163,145,3,308,7,Vellore Institute of Technology,Automobile Engineering,7.9,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,162,158,4,320,119,Chaitanya Bharathi Institute of Technology,Computer Science,78.23,N/A,18 Mo
New York University,Admit,Management of Technology,Fall 2018,164,152,3.5,316,109,ABES engineering college,EEE,67,1,24 Mo
New York University,Admit,Management of Technology,Fall 2019,165,146,2.5,311,7,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,8.1,1,17 Mo
New York University,Admit,Management of Technology,Fall 2020,162,149,3.5,311,101,Nmims,Information Technology,65.71,N/A,17 Mo
New York University,Reject,Management of Technology,Spring 2019,161,151,3,312,105,"Jaypee Institute of Information Technology, Noida",ECE,76,0,0 Mo
New York University,Admit,Management of Technology,Fall 2020,156,153,3.5,309,101,VIIT,Computer Science,8.72,N/A,0 Mo
New York University,Reject,Management of Technology,Spring 2019,159,143,N/A,302,7,"P.E.S. Institute of Technology, Bangalore",Computer Science,50,0,37 Mo
New York University,Admit,Management of Technology,Fall 2020,161,147,4,308,99,Vellore Institute of Technology,Mechanical Engineering,8.44,1,0 Mo
New York University,Admit,Management of Technology,Fall 2019,157,152,3,309,99,Dayananda Sagar College of Engineering,Biotechnology,90.14,N/A,39 Mo
New York University,Admit,Management of Technology,Fall 2018,167,151,3,318,95,Delhi Technological University,Computer Science,74,N/A,28 Mo
New York University,Admit,Management of Technology,Fall 2019,166,153,4,319,114,"Bharati Vidyapeeth College Of Engineering,",Information Technology,73.6,N/A,0 Mo
New York University,Admit,Management of Technology,Fall 2018,162,148,4,310,107,SRM University,Instrumentation Engineering,8.93,N/A,17 Mo
New York University,Admit,Management of Technology,Fall 2020,160,154,3,314,107,Parul University,Automobile Engineering,6.64,0,0 Mo
New York University,Admit,Management of Technology,Fall 2018,163,149,3.5,312,108,MVJ College Of Engineering,ECE,72.5,N/A,9 Mo
New York University,Admit,Manufacturing Engineering,Fall 2018,170,147,3.5,317,7.5,"Birla Vishwakarma Mahavidyalaya Engineering College, Vallabh Vidhya Nagar,",Mechanical Engineering,8.89,N/A,18 Mo
New York University,Admit,Robotics,Fall 2020,164,149,3.5,313,102,DJ Sanghvi College of Engineering,Mechanical Engineering,8.3,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,164,150,3,314,7.5,NIT Kurukshetra,ECE,7.57,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,168,156,3.5,324,108,"BITS Pilani, Goa Campus",Mechanical Engineering,8.97,1,0 Mo
New York University,Admit,Robotics,Fall 2019,150,162,3.5,312,96,Fr CRIT,Mechanical Engineering,8.15,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,159,153,4,312,113,K. J. Somaiya College of Engineering,Mechanical Engineering,6.1,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,157,147,3,304,7.5,Mukesh Patel School of Technology Management and Engineering,Mechanical Engineering,70,1,0 Mo
New York University,Admit,Robotics,Fall 2020,168,143,3,311,101,NIT Nagpur,Mechanical Engineering,9.58,N/A,29 Mo
New York University,Admit,Robotics,Fall 2019,165,154,3.5,319,105,IIT Kharagpur,Aeronautical Engineering,7.24,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,170,147,3,317,106,Nirma University,Mechanical Engineering,7.86,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,165,144,4,309,7.5,KIIT University,Mechanical Engineering,8.03,1,1 Mo
New York University,Admit,Robotics,Fall 2019,162,154,3.5,316,6.5,SRM University,Mechanical Engineering,77.6,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,160,155,4,315,108,Indian institute of information technology Pune,ECE,8.29,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,161,152,3.5,313,103,"B.M.S. College of Engineering, Bangalore",Mechanical Engineering,7.8,0,12 Mo
New York University,Admit,Robotics,Fall 2020,167,151,3.5,318,107,FR CONCEICAO RODRIGUES College of Engineering,EEE,8.3,N/A,0 Mo
New York University,Admit,Robotics,Fall 2018,163,155,3,318,106,Manipal Institute of Technology,Mechanical Engineering,7.15,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,151,144,2.5,295,90,Vellore Institute of Technology,Mechanical Engineering,7.8,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,159,150,3,309,99,"P.E.S. Institute of Technology, Bangalore",ECE,7.37,1,0 Mo
New York University,Admit,Robotics,Fall 2020,167,149,4,316,7.5,Jaywantrao Sawant College Of Engineering,Mechanical Engineering,9.08,N/A,1 Mo
New York University,Admit,Robotics,Fall 2020,162,158,3.5,320,114,Terna Engineering College,Mechanical Engineering,7.5,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,161,145,3,306,100,Mukesh Patel School of Technology Management and Engineering,Mechanical Engineering,79,0,0 Mo
New York University,Admit,Robotics,Fall 2019,170,157,4,327,110,Veermata Jijabai Technological Institute,EEE,6.85,N/A,5 Mo
New York University,Admit,Robotics,Fall 2020,164,153,4,317,95,"P.E.S. Institute of Technology, Bangalore",EEE,7.32,0,0 Mo
New York University,Admit,Robotics,Fall 2019,167,154,4,321,7.5,Dhirubhai Ambani Institute of Information & Communication Technology (DA-II,Information Technology,6.66,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,163,151,3,314,7,JNTUH,ECE,87,N/A,18 Mo
New York University,Admit,Robotics,Fall 2020,157,152,3.5,309,105,asia Pacific institute of information technology,Mechanical Engineering,7.8,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,N/A,N/A,N/A,N/A,8,CVR College of Engineering,Mechanical Engineering,9.32,N/A,0 Mo
New York University,Admit,Robotics,Fall 2020,169,155,3.5,324,104,IIT Ropar,Mechanical Engineering,8.22,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,167,150,4,317,103,Netaji Shubas Institute of Technology,ECE,7.74,N/A,0 Mo
New York University,Admit,Robotics,Fall 2019,165,152,4.5,317,105,Madhav Institute of Technology & Science,Mechanical Engineering,7,N/A,0 Mo
New York University,Admit,Public Health,Fall 2020,N/A,N/A,N/A,N/A,8,D Y Patil Deemed to be University,Dental,65,N/A,0 Mo
New York University,Admit,Public Health,Spring 2019,154,145,3,299,N/A,Narsinhbhai patel dental college and hospital,Dental,72,N/A,0 Mo
New York University,Admit,Public Health,Fall 2020,152,147,N/A,299,98,Dharmsinh Desai University,Dental,62,N/A,0 Mo
New York University,Admit,Public Health,Fall 2020,144,152,3,296,7,saraswati dental college,Dental,81,N/A,0 Mo
New York University,Admit,Public Health,Fall 2018,N/A,N/A,N/A,N/A,7,Manipal college of pharmaceutical sciences,Pharmacy,7.9,N/A,0 Mo
New York University,Admit,Public Health,Fall 2018,151,145,3,296,8,Krishna Institute of Medical Sciences Deemed University,Dental,64,N/A,0 Mo
University of New Haven,Admit,Aerospace Engineering,Fall 2007,160,138,2,298,87,JNTU,Mechanical Engineering,73,0,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2018,155,137,3,292,86,trident academy of technology,EEE,7.19,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2018,155,142,3,297,86,"KJ's Trinity College Of Engineering And Research, Pisoli",ECE,61,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2018,151,139,3,290,6,Geethanjali College Of Engineering And Technology,EEE,60,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2019,149,143,2.5,292,6,godavari institute of engineering,ECE,70,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2017,147,140,2.5,287,86,Meenakshi Academy of Higher Education and Research (Meenakshi University),EEE,85.8,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2020,157,140,3,297,87,"IIIT,Kota",ECE,6.87,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2020,153,147,4,300,7,Sathyabama University,EEE,7.6,N/A,0 Mo
University of New Haven,Reject,Electrical Engineering,Spring 2017,152,138,3,290,6.5,"kakatiya institute of technology and sciences, warangal",ECE,60,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2019,159,132,2.5,291,6,K.Ramakrishnan College of Technology,ECE,6.48,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2019,155,142,3,297,7,Bhoj Reddy Engineering College For Women,ECE,65,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2016,161,146,3,307,92,Ahmedabad Institute of Technology,ECE,6.46,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2019,143,143,2,286,6,Gurunanak institutions of technical campus,ECE,62.13,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2020,150,130,2,280,6.5,"Matrusri Engineering College, Saidabad",ECE,7.5,2,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2020,N/A,N/A,N/A,N/A,86,SRM University,EEE,68,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Spring 2018,143,136,3,279,6,Ramrao Adik Institute of Technology,ECE,5.7,N/A,2 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2017,155,140,3,295,6,"Vasireddy Venkatatadri Institute of Technology, Guntur",EEE,72,N/A,0 Mo
University of New Haven,Admit,Electrical Engineering,Fall 2019,157,141,3.5,298,97,"P.E.S. Institute of Technology, Bangalore",ECE,59.2,0,0 Mo
